Latitude,LTG_05,LTG_16,LTG_50,LTG_84,LTG_95
90,-11.6345214060358,-6.95232612474825,1.81022973748895,7.79255731600382,10.3049617393327
87.5,-11.6345369374273,-6.95233524311892,1.81022538967008,7.79256279183187,10.304956636008
85,-11.5596565236894,-6.57739766561076,1.84650402039236,7.50694251860434,9.91043106720319
82.5,-11.0135172369234,-5.6340991688332,2.40800243484976,7.66045953913342,10.1609458389588
80,-10.4124493837114,-4.94752527566564,2.61727672018112,7.66251626098428,10.2890175207539
77.5,-9.61314867877815,-4.25327422471722,2.94073804453267,7.775886199049,10.5896514307817
75,-8.87002023043509,-3.52356434196601,3.30632614784365,7.99961761578833,10.9410314590891
72.5,-7.1382003294673,-2.00340863330114,4.4531163018221,8.96991160065117,11.8921668682834
70,-5.59448215631485,-0.60271539147298,5.57756750007703,10.0485675168854,12.9513461016353
67.5,-4.08074546868796,0.845855197575346,6.85002595135457,11.1271447155136,14.1969950967022
65,-2.41517461136896,2.36299509758527,7.97745662471746,12.0485972553968,15.0066344189428
62.5,-0.508059049132217,4.0577723907877,9.36608745845677,13.2800372293299,16.2247398153982
60,0.846545985639673,5.23497399209988,10.3372388551818,14.1669044043718,17.0712633336522
57.5,2.1110277313775,6.52126497938073,11.5474907360453,15.3405650327693,18.3790849094355
55,3.45537039718728,7.86844829682432,12.6640743599631,16.3494444440511,19.4358351948326
52.5,5.05751571149816,9.61918154924173,14.2153025692895,17.78854925884,20.9472421914158
50,6.88783732879413,11.4915811156866,15.9660841755569,19.4928232712597,22.6942137640675
47.5,8.42155183615878,13.3202482586814,17.7965016609198,21.4534513962308,24.816931059777
45,9.85367608231639,14.6024585707925,19.0226889456744,22.609629598763,25.9421098677261
42.5,11.5128346703507,16.2434872044392,20.5672942197579,24.0321862760528,27.3122367719771
40,13.1497397876547,17.8608975364294,22.1019841122797,25.490625482252,28.7172540015148
37.5,14.9664978333557,19.610348940665,23.7009084603853,27.0448555023817,30.1937488629846
35,16.1909409213987,20.8097067628652,24.635862737147,27.8477440335234,30.8087631170825
32.5,17.3234665694996,21.8847073063924,25.462422148862,28.6183016269917,31.5076019044864
30,18.1111714119465,22.7702786533575,26.279834788996,29.404214473602,32.2304320806572
27.5,19.1209392221665,23.6175075903595,26.9578531870439,29.9721332012187,32.769087547743
25,20.1982754561317,24.5315703021635,27.808072988446,30.7392834329761,33.5372115932683
22.5,21.3290751590646,25.4108620967841,28.4960445915307,31.3465154084937,34.0329106066636
20,22.50879653831,26.2450288853598,29.1887027518804,31.9416338465809,34.6389183019182
17.5,23.2510442518724,26.8196934927615,29.572775033659,32.2909876149147,34.8304078576809
15,23.6627850985955,27.1331203035332,29.8104454968569,32.5736767229356,35.0028192054293
12.5,23.7096561304515,27.3792742747267,30.2975664401691,33.341530441947,36.0822601192211
10,23.4113553848841,27.1384823060137,30.2020773142949,33.4353616992457,36.3713122524284
7.5,23.1513622140277,26.9822514542959,30.2090081056485,33.6412535763662,36.8156190237458
5,23.0468652199119,26.9060753330411,30.2311383221253,33.8197958135898,37.0739487573
2.5,22.7237850734114,26.5618952222485,29.9402489270712,33.7493117083356,37.1657531034955
0,22.251464228583,26.0917554312739,29.5315576686081,33.5827623267324,37.129150217465
-2.5,22.8982205174209,26.5767217453858,29.8478335053306,33.6139176091151,36.9484568979085
