Latitude,LTG_05,LTG_16,LTG_50,LTG_84,LTG_95
90,-9.87828644594929,-3.31730584028486,7.21292850002021,22.8056993338719,34.0632552466033
87.5,-9.87828643662924,-3.31730837208376,7.21292220410179,22.8056999668014,34.063253289642
85,-9.19637722166518,-2.74677496318997,7.61492148615264,22.9474020006923,33.9379716241924
82.5,-8.2291473711639,-1.83540353526551,8.26152841495153,23.4055293681125,34.1285055058515
80,-7.10167540951671,-0.788106408841498,8.84173287107808,23.9034100633352,34.3918741637874
77.5,-5.49315550555581,0.408683207846843,9.70315731940056,24.0207408991955,34.141334060957
75,-3.69790016298837,1.84333574632414,11.5754878881706,24.3010344317986,33.8311341044819
72.5,-1.74088658895863,3.43359225943385,13.3717619234283,24.8069844510546,34.0796835974493
70,0.205084369036904,5.05617432165696,15.1302894521601,25.5411407300865,34.3219070172803
67.5,2.21972454717634,6.53260317183938,16.755441635824,26.063170049292,34.5122875399205
65,4.21090140132807,8.00049359341006,18.0934776108558,26.4680612459908,34.2413539924299
62.5,5.73515694496711,9.18565734048076,18.7827553500011,26.3718019711208,33.4147769160458
60,6.99867542497725,10.3492322650892,19.0914530450044,26.0237597255909,32.1998015357754
57.5,8.23563427454593,11.2728254721565,19.3848251386431,25.4086467143707,30.9406547153375
55,9.24399863400114,12.0843468570751,19.4971767195847,24.7587875115,29.6987147783797
52.5,10.1533866847589,12.7886915140079,19.5737497405148,24.235785571617,28.643862749882
50,11.0907757591011,13.5531620643476,19.7274539940153,23.8818436369304,27.8763194004683
47.5,12.1925895087215,14.4493979490781,20.0968345176468,23.7978377424512,27.3655621323793
45,13.3637737658155,15.3802704489855,20.4942059403178,23.869829519084,27.1087380384526
42.5,14.5934179855239,16.2649867586949,20.9174377407044,24.1133195548475,26.9858680935539
40,16.0034327989698,17.3959456012131,21.6347627451143,24.7168322082685,27.2005641848628
37.5,17.6888861224205,18.897345109149,22.8764816636956,25.6561017767834,27.8579790577509
35,19.57069311898,20.6545473318637,24.2430313793711,26.5976139558107,28.6017274080923
32.5,21.4444384133481,22.3085009497459,25.4633796728442,27.6546197333337,29.3725199119544
30,23.0889242613459,23.8531764486367,26.7103045036335,28.811727828571,30.341362979422
27.5,24.4590700483213,25.2168017096702,27.739883562171,29.810815204355,31.1201505939993
25,25.8302449179758,26.5684070161677,28.8216368711943,30.907470082666,31.9741955029226
22.5,27.0871819129433,27.8179328878516,29.8430211774443,32.0548177412226,32.9470325799428
20,28.2276511786597,29.1053312364592,30.8327114273214,33.5833598235558,34.1930293318835
17.5,28.9491918280561,29.7174826923269,31.150413537552,33.9813004604615,34.420124659379
15,28.8263360309401,29.8138972922897,31.5995980163503,34.128532008457,34.9708452761008
12.5,30.6057679397988,31.3802730551938,32.4444024255574,35.7441935829499,36.0367015192529
10,31.2132931259098,31.9715444458817,33.1530243011355,36.5367808398071,36.967567188891
7.5,31.4361294341027,32.2276784114566,33.5705332045915,37.0281047693285,37.5425305546305
5,31.4194481397128,32.2500896730132,33.5761995566041,37.1549899656946,37.6421172415445
2.5,31.2142796690234,32.1071116886319,33.4457426786172,37.2031681141573,37.7005246399562
0,30.9960517174953,31.8839633886633,33.3664754287308,37.1260724581261,37.6934916027017
-2.5,31.4557069267564,32.3352860286978,33.7296167816069,37.5445152672728,38.0709581954737
-5,31.8211978583208,32.676527834191,34.1181643094303,37.8728967661149,38.4049376191977
-7.5,31.8674574133845,32.620999676216,34.1537122060403,37.7721157630443,38.3009863906174
-10,31.6818494576858,32.4012470807356,33.9692955483651,37.5253992672889,38.0813380953582
-12.5,31.636314436426,32.3636447888498,33.9899558002821,37.5590656365271,38.1126675412787
-15,31.573537548352,32.3166558064275,34.0599893431673,37.7181569288269,38.3044898634413
-17.5,31.2573533128404,31.9840496622895,33.8370435104504,37.5611912951627,38.1865734017988
-20,31.0167023914073,31.7676724257686,33.8381386756676,37.661323085293,38.3234181098091
-22.5,30.3559868254785,31.1253743537195,33.2966248740971,37.2180421324057,37.9324216096854
-25,29.7491979144004,30.5622615144211,32.8987598534203,36.9462966566082,37.6623389606152
-27.5,29.0924820675354,29.9270749846751,32.3509521942565,36.5835836633356,37.3439389298834
-30,28.462302307161,29.3801660544519,32.0939147006004,36.5638439515308,37.3460685918292
-32.5,27.8380363744996,28.7299671202495,31.3351960070869,36.0852753536343,36.8329496642944
-35,26.6316718540724,27.5984384535883,30.1029648524932,35.1841794454655,36.0039836874171
-37.5,25.9310554151932,26.9922746775238,29.4869172335606,34.9934705063005,35.78180738218
-40,24.4661000011878,25.7178384325989,28.0434773995738,33.9604133155251,34.7692010119733
-42.5,23.2633932006005,24.7903594439987,26.8922393548523,33.2580614704391,34.0590746670106
-45,22.2300988534988,23.9916745567764,26.0365125943394,33.0099920000379,33.7664419824845
-47.5,21.073114553301,23.0825599242367,25.1623824887533,32.6548492232254,33.4537276308796
-50,19.849440076824,22.0410926690652,24.3001928331387,32.4739805783603,33.2793129814376
-52.5,18.4051988388149,20.7998723936729,23.3482111490383,31.754402509134,32.603018968702
-55,16.1369990379709,18.7287419328377,21.8569504397268,30.0013910747719,30.9382200843106
-57.5,14.6422902050101,17.453418901863,20.5641586618014,29.1945372812479,30.1143535527299
-60,13.5472982661013,16.3605023162221,19.6844491371435,28.592920629497,29.5009791687918
-62.5,11.6974837287661,14.6482393175533,18.2489076474812,27.1213422598432,28.103127133567
-65,10.4105393336173,13.4304935190923,17.1839869238407,26.403650796093,27.439569192182
-67.5,9.30684100587672,12.4077963654703,16.3320441530925,25.8211286031302,26.9183374551252
-70,8.57435725290395,11.7819731586358,15.8948497598491,25.7368865688604,26.9179262495267
-72.5,7.7001371086765,11.022162278712,15.3009368001519,25.3472773140015,26.5786169135298
-75,6.77612109767765,10.1433020700751,14.5398747887466,24.7750727683292,26.0464441395194
-77.5,6.2325548872067,9.51952909972547,14.1180381798443,24.1807937425993,25.527017086297
-80,5.35287488782027,8.249932052991,13.9832725125108,22.336545770704,24.1850968152028
-82.5,2.50841989734256,5.43209861333996,9.81965900554746,19.1955478042424,20.394797062239
-85,1.7223793841132,4.83116803121564,10.0446556154863,18.8392889668174,20.3148339940919
-87.5,0.0949785068556697,3.28402352034527,8.63193196996367,17.4503812905428,19.0138312360433
-90,0.0949817046359271,3.28402738153058,8.63194147299799,17.4503928572628,19.0138307165057
