Latitude,LTG_05,LTG_16,LTG_50,LTG_84,LTG_95
90,-42.2309402277361,-20.6823248154035,-8.18509007010615,6.53969292256909,17.0254503194737
87.5,-42.230947899625,-20.6823287296628,-8.18509783640899,6.53968820136959,17.0254515618193
85,-40.9792613809287,-19.8974500585847,-7.51229943573015,6.8498251307443,17.339917457457
82.5,-39.3226193902626,-18.8626520625151,-6.5660551357595,7.26847663988911,17.8035000063057
80,-37.3434368193583,-17.764433058585,-5.52470412474401,7.71056131887487,18.2386577938167
77.5,-34.4576784281804,-16.3522660764245,-4.35308212955148,8.05513696059679,18.2948046393465
75,-31.4562751084366,-14.9407945221463,-3.03486822246596,8.56092880428255,18.5413859403455
72.5,-28.6486017842695,-13.3112919900705,-1.61483715856274,9.17670555032335,18.9330889896264
70,-25.4482320465692,-11.4483042138274,-0.0652187375114461,9.93183821658006,19.3247348253335
67.5,-22.0641943282965,-9.35381498284676,1.51233500901572,10.712981217293,19.6241281644612
65,-18.8423347381281,-7.22495069541931,2.94341314750704,11.4826800841155,19.7538100168125
62.5,-15.5646878652865,-5.0602242971231,4.29156546307325,12.184193425641,19.7830112549999
60,-12.6063884935184,-2.97129755767334,5.5326690245481,12.8175524759743,19.7097593457972
57.5,-9.81327782608562,-0.967662167891288,6.75188069824421,13.436652272414,19.7032165073861
55,-7.16095095995571,0.968335925830016,7.98502562804521,14.134547642184,19.8444857605449
52.5,-4.47998186833658,2.90079694472509,9.24048186107897,14.895388649833,20.0680118024836
50,-1.72302183541706,4.86734319265297,10.5712393778127,15.6595950925285,20.3276695021941
47.5,0.960509839263365,6.82959219948779,11.9635653040371,16.5035923958608,20.6794968891862
45,3.76383627419424,8.85755346306521,13.5132185251689,17.5464320862226,21.2921411272355
42.5,6.4123916102683,10.7704080489557,15.1034465786918,18.7395037868425,22.2188541320978
40,8.61814870380569,12.4342912757898,16.3694269458548,19.7155768161706,22.8517911308071
37.5,11.8089537715855,14.6178141838842,18.0528029273004,21.0056196364905,23.633448253914
35,14.6846590720444,17.1408450029271,20.2889462623119,23.0918581106916,25.3331508157431
32.5,16.8927814215646,19.1795196946435,22.0813042098928,24.6892880670602,26.751826127277
30,18.9310632099757,20.9759918848073,23.545793229329,26.0082880571156,27.7775802826366
27.5,20.8472247687844,22.5951481586139,24.8443687664427,27.2056488547367,28.6867962537697
25,22.4928891823056,24.1140817940178,26.0355475926712,28.3555259944471,29.5981557289023
22.5,23.9462710604352,25.4482705566949,27.1298253804076,29.4645404571511,30.5074585541508
20,25.2076953436612,26.5487881993768,28.1392399750942,30.4825329384702,31.3701069631546
17.5,26.1505821404134,27.3881016566823,29.0509163126588,31.3357101572919,32.1723799865989
15,26.9191060796857,28.0475458118228,29.6802165304484,31.9660271620088,32.6571951392278
12.5,27.7115596804538,28.7800057962262,30.4164499334185,32.7798715655148,33.4526810377823
10,28.0993065410176,29.2080781775508,30.800557051508,33.3112801738319,33.9521633753727
7.5,28.3247952141196,29.4113306605326,30.9998307305559,33.5525401913793,34.1562245998941
5,28.1285465919324,29.2699024946111,30.9283591346179,33.5521424139611,34.1894874936582
2.5,27.7994921845297,28.952352768654,30.7424360493962,33.4104254130867,34.0724583575997
0,27.5894694240835,28.7277498507588,30.4987172414041,33.2289258699084,33.8661798913656
-2.5,28.036089801246,29.1876697224816,30.9500194498361,33.7048312189403,34.3396794654802
-5,28.5445656665548,29.6839869473355,31.3130160849876,34.0937987846676,34.7125679425332
-7.5,28.833746616913,29.9789696046151,31.5836351823611,34.3357049211489,34.9246223331194
-10,28.8231244587811,29.9813559664766,31.5942682072825,34.328825511289,34.9230582513079
-12.5,28.6304059527589,29.7785477816927,31.3918676447318,34.1192377058317,34.7031204825811
-15,28.216557662234,29.365868631685,31.007787008876,33.7343792801125,34.3230682177829
-17.5,27.7613730371549,28.9023680342002,30.6041088967293,33.3321349488994,33.9201759379006
-20,27.1028582578951,28.2411839997436,30.0240924831198,32.7668689324971,33.390868979818
-22.5,26.4248136843668,27.5478297039819,29.3410678101426,32.1152478714123,32.7560899175625
-25,25.4254912225041,26.6031434292282,28.4253896515583,31.2406446399327,31.8961982099027
-27.5,24.3213418065605,25.5418205150252,27.3763156088198,30.3408861199758,31.0550395164348
-30,22.9179557345115,24.2056901385031,26.2185933885337,29.284077890096,30.0804116599228
-32.5,21.3649670855672,22.8026154050107,25.0020241117565,28.2105995571291,29.0661551684806
-35,19.7357079794588,21.4248599411113,23.7683871838176,27.1932258114058,28.1635362848678
-37.5,17.8716604747003,19.8973177195025,22.3752986502559,26.0691748227522,27.1585470642126
-40,15.7961592347908,18.1180458120363,20.7724660900621,24.6660236412487,25.9654173586956
-42.5,13.624133959892,16.305490998212,19.1845454347022,23.2955020434827,24.8683916133332
-45,11.2526156352341,14.2147712969975,17.4329205213932,21.7628031520496,23.6700591454575
-47.5,8.86885054396553,12.0873850008517,15.6389037869553,20.2592048757823,22.4739244349036
-50,6.02173006544613,9.49852621439284,13.6118680113527,18.3882202803978,20.9772938922751
-52.5,4.18329134117745,7.86523600821045,12.2034059415396,17.2374283167593,19.9673569847293
-55,3.02278627232726,6.77068956213999,11.1323276611091,16.4557354430643,19.2174829954921
-57.5,1.27448921687097,5.17367374156396,9.87756946351115,15.3919025081206,18.225352547054
-60,-0.634671074137963,3.49079057176687,8.41243067380309,14.1711439364751,17.0449782872744
-62.5,-2.44732178474582,1.82255111912787,6.96369703751593,12.9566220781165,15.9167936253188
-65,-4.29017034590896,0.160971526632261,5.528705546756,11.7415697275982,14.8255040447015
-67.5,-6.09186613220518,-1.60843139803863,3.99106731174244,10.1816047097428,13.7114749949883
-70,-7.91045013092405,-3.27901803409344,2.4197770089824,8.84148600913845,12.4979949873491
-72.5,-9.53847295459825,-4.85958200662611,1.02742115585853,7.69637281657335,11.4296037943961
-75,-11.2895462886776,-6.84725078548717,-0.537167421984112,6.31680256233633,10.4000576093122
-77.5,-13.2071207463716,-8.80746243564294,-2.12652722343182,4.89875354265604,9.32453098231428
-80,-15.0780176933785,-10.732874057627,-3.85036811421796,3.41004748766275,7.81171545499297
