Latitude,LTG_05,LTG_16,LTG_50,LTG_84,LTG_95
90,2.79234237000369,6.59233316879063,12.3997495051099,20.0265163023133,33.5074312271991
87.5,2.79233730267918,6.59233662021704,12.3997591933836,20.0265135985667,33.5074391012037
85,3.49332185341038,7.02276820151366,12.7560938227882,20.2037599821743,33.2320222489882
82.5,4.92918569034425,7.72308230902144,13.5684256712511,20.7798685574424,33.4732086783975
80,6.36220909258737,8.80959275864638,14.2632862656077,21.3511582768312,34.0983650632696
77.5,7.01116863765577,9.96920805505536,14.797693939802,21.8583065582399,34.6530374840643
75,7.65357456584509,10.856304734366,15.7248493063359,22.7321646863074,35.1413065624715
72.5,8.03848261717014,11.6007984751231,16.7255576476777,24.5880177151883,35.4663898781662
70,8.5805704989617,12.286536375539,18.3848926555172,26.2136579223573,35.453004248059
67.5,9.17158551103462,13.0137631093287,19.713926318174,27.5397421347356,35.2263753786274
65,9.85658459541474,13.7688116505963,20.5618160338794,28.4240664722499,34.6330425959359
62.5,10.5898233439598,14.5068362435254,21.1708153331246,28.7291653705149,34.1735761944932
60,11.3236120568753,15.1570903946046,21.1579445225549,28.4493301273586,33.3851738011816
57.5,12.1130308976513,15.78729708333,20.9426290306877,27.6298022998971,31.8548989442497
55,12.9379482213441,16.4995174869701,20.9598603634131,27.0163148567328,30.3862476501559
52.5,13.7635270521594,17.1232712576595,21.2902665763421,26.8848821822977,29.0820950905899
50,14.6156910749462,17.7340414430394,21.6130458538101,26.9815385144947,28.3039455529601
47.5,15.636638373458,18.5866739024227,22.0879140887358,27.2409277060266,28.3512242747719
45,16.7421287026034,19.4454934254327,22.6491602556803,27.4407147492979,28.7374125988894
42.5,17.9596979700763,20.3047974070343,23.3363774439196,27.5673574619984,29.5507701295018
40,19.2824062589974,21.3818078555527,24.2028573978786,28.1251764371434,30.3901134908859
37.5,20.6155843743667,22.8203012176383,25.4974890624654,29.0290285258175,31.5274576931924
35,21.8268918002701,24.3125266987883,26.7855898288893,29.8752583691924,32.6375842823096
32.5,23.3439092306,25.767300294002,27.9861172435559,30.7791640475314,33.5308172809134
30,24.5118392901056,26.9223982194516,29.0454976262291,31.5849100478163,34.4334270886239
27.5,25.6685811776287,28.0537898761437,30.0478380610321,32.3901613180515,35.3152788927236
25,26.7450989324267,29.1330252530343,31.066207560394,33.266375822791,36.2182912422728
22.5,27.6504852546303,30.1185102634194,32.1731841596965,34.2912124318245,37.1856449803431
20,28.6052290331273,31.0867992657397,33.10786914834,35.2725003466341,37.7491474581143
17.5,29.2804754365967,31.7934347011103,33.8912014804022,36.1277093360487,38.3495071860626
15,29.459990885943,32.3560104208378,34.9470469748213,37.5434628823712,39.6458328979531
12.5,29.8510924388884,32.7874124265439,35.5801281779904,38.227946052889,40.0633495905404
10,30.5563610856854,33.2967599794751,35.9221604363358,38.5400181547199,39.6588324170415
7.5,30.8162248732598,33.6652733219852,36.6377484630816,39.4349075829656,40.5832780462542
5,30.6690276449569,33.5928748379967,36.7862173095782,39.5580073986615,40.7681169191544
2.5,30.3558301460306,33.3324162258687,36.6374240415477,39.4386253499549,40.5925563954983
0,30.012965130294,33.10653314865,36.4593248984479,39.3572979438416,40.5182595943829
-2.5,30.5955965848891,33.5680805352519,36.9022531213025,39.728382750651,40.8901809942914
-5,30.9843311619209,33.9721900295312,37.3003252971501,40.1300939105924,41.2696466261358
-7.5,31.0432108454997,34.0341324201135,37.2763081877937,40.0593357937,41.1542777383074
-10,30.7563821479716,33.9179103344336,37.2253373260569,40.0706145968444,41.3763643270611
-12.5,30.6586599963411,33.8573736104097,37.1318136417008,40.0727510626955,41.3837787544251
-15,30.6193720455178,33.6365081161327,36.7055594914246,39.5426975034478,40.6666398972213
-17.5,30.5478057729075,33.5856558312884,36.6166799524932,39.5523482126208,40.7132776215952
-20,30.3258876715483,33.4184631369023,36.5591976584915,39.5770551363058,41.0219956871637
-22.5,29.9296166114477,33.1922319667411,36.4320637812419,39.6195060483979,41.3702467828993
-25,29.6533683190416,33.0746332651052,36.2903671287423,39.5173267011519,41.7013866740265
-27.5,29.3669496615382,33.0383493056715,36.1481439562503,39.4333778975796,42.0439359971251
-30,28.7015746383018,32.5860983817211,35.9643760783572,39.4521206962618,42.355300527889
-32.5,28.059552069981,32.1162531962685,35.7446711812433,39.3677951005924,42.3186691750751
-35,26.6205811164821,30.8249114350308,34.9076060349632,38.7201374955692,41.2502841194759
-37.5,25.7260102585987,29.9514553873514,34.2093648077951,38.1709416633528,40.3740361523751
-40,23.7743098535522,28.1370507201238,33.5129490620121,37.6700788041681,39.5541230769185
-42.5,22.5660714459771,27.3592406529922,32.9952852855843,37.2676991746498,38.9783701976586
-45,21.306786880117,26.3053222213177,32.40622356854,36.6648882273436,38.5186556177981
-47.5,19.9066378340011,25.0380989280942,31.5634855690662,35.9976566104663,37.3905573734735
-50,18.6333853382861,23.7699876590138,30.8407517087823,35.2742299510868,36.4585647258338
-52.5,17.0546510383388,22.374416488724,30.1198797504967,34.5437427619684,35.6733917931112
-55,15.4238073113493,21.0777936736024,29.3717012458594,33.9904213145385,35.2026754701689
-57.5,13.8081806496831,19.65097699585,28.351341317194,33.1428000181492,34.2765903481456
-60,12.1330521532866,17.9786179425227,26.9534655049525,31.7703886727401,32.9954401815016
-62.5,10.9430923472981,16.5256119348045,25.8094305160578,30.4991793909242,32.0227600888875
-65,9.75107834728489,15.141756190791,24.8668527624778,29.744096357945,31.6699962013448
-67.5,9.09132438162316,14.3933952846363,24.7415525611558,30.0896016120312,32.0774163254697
-70,8.14136502780098,13.3837643118011,23.8095309980884,29.8177925283354,32.0131061376193
-72.5,7.24909923470743,12.5342967366458,23.336061027753,29.8295083872868,32.106570219679
-75,6.52240288709529,11.9139704027217,23.2578395201283,29.9721674895123,32.3244120959702
-77.5,6.02638918590216,11.6684542801304,23.2212834986838,29.7781469900397,32.2295383348093
-80,5.36897307416068,11.1640846949348,21.8592595143865,27.6238655164038,30.1622347873029
-82.5,2.37674311062124,9.39790895090999,20.0605163359459,26.1572545721256,27.8507137204406
-85,1.80812851245076,8.89123406232927,19.9560754534021,25.9603028666436,27.4833939418705
-87.5,-0.252810523682013,6.797347346946,18.4127977678177,23.9821517860918,26.0142028424848
-90,-0.2528137901582,6.79732806976824,18.412794704764,23.9821377914711,26.0142027805134
