541,485,444,419,359,299,252,201,145,66,0
-2.604720631,-1.747745788,-1.421334895,-1.293750794,-1.115534789,-1.035025139,-1.004219585,-0.986759439,-0.977146567,-0.971378584,-0.968864084
-4.234389689,-3.246081858,-2.739631255,-2.497386328,-2.068104965,-1.790886139,-1.644252835,-1.532859126,-1.449876547,-1.377781031,-1.342071328
-4.45774493,-3.609760892,-3.11700176,-2.86031299,-2.355060617,-1.974781139,-1.743889667,-1.54515021,-1.375672837,-1.201447925,-1.098262498
-2.561412586,-1.800192494,-1.557904622,-1.474120984,-1.372166905,-1.334967718,-1.323263909,-1.317692303,-1.315084431,-1.313754951,-1.313030863
-3.514083598,-2.523804739,-2.063936403,-1.858238936,-1.521900101,-1.329123585,-1.237598325,-1.174500005,-1.132165649,-1.099836094,-1.085795615
-2.999031389,-1.954431936,-1.475390738,-1.262944388,-0.919074337,-0.724949722,-0.634048261,-0.572149719,-0.531170815,-0.500386643,-0.487217817
-4.124232143,-3.238621371,-2.762990978,-2.528101996,-2.095383812,-1.799537171,-1.634773351,-1.503649668,-1.400929254,-1.305938271,-1.255728604
-1.772237103,-0.894818655,-0.58569995,-0.471152403,-0.320563084,-0.258596572,-0.236843033,-0.225406155,-0.219598682,-0.216423611,-0.215104392
-2.858210987,-1.75857427,-1.312414656,-1.130377266,-0.863193549,-0.733026906,-0.67970835,-0.647521687,-0.62873635,-0.616643034,-0.611886178
-2.790010661,-1.944500556,-1.60825076,-1.47291545,-1.277390027,-1.184391092,-1.147118397,-1.125053941,-1.112430258,-1.104494438,-1.101387295
-4.398776329,-3.55967506,-3.100412959,-2.870669998,-2.440699354,-2.139873133,-1.968819174,-1.83010339,-1.719203955,-1.614021728,-1.556935566
-3.954922328,-3.020457845,-2.530115354,-2.291764089,-1.861037278,-1.574759515,-1.419348511,-1.298477034,-1.206127971,-1.123328604,-1.08103513
-2.530979489,-1.739779953,-1.45399016,-1.346266514,-1.201894625,-1.140685395,-1.118598357,-1.106692609,-1.10049731,-1.097010844,-1.09563406
-3.266798355,-2.26778483,-1.809727761,-1.606623886,-1.277919971,-1.092403375,-1.005569882,-0.946436375,-0.907323283,-0.877956699,-0.865576833
-1.745932286,-1.083955286,-0.875990446,-0.804719265,-0.718859674,-0.688017497,-0.6784545,-0.673953344,-0.671882367,-0.670853581,-0.670332258
-4.937490527,-4.514570878,-4.253368157,-4.111423073,-3.81857408,-3.581544202,-3.427421719,-3.287071953,-3.159440734,-3.020343802,-2.926143315
