Age,AgeLower,AgeUpper,CO2,CO2Low1s,CO2High1s,QualityFlag,Source,Site,Latitude,Longitude,doi,Notes
200.53,,,2997.33333,1498.66667,5994.66667,0,"Schaller et al., 2012",S2012,,,,
200.58,,,1469.33333,734.666667,2938.66667,0,"Schaller et al., 2012",S2012,,,,
200.58,,,1696.66667,848.333333,3393.33333,0,"Schaller et al., 2012",S2012,,,,
200.63,,,1544.66667,772.333333,3089.33333,0,"Schaller et al., 2012",S2012,,,,
200.63,,,2048,1024,4096,0,"Schaller et al., 2012",S2012,,,,
200.63,,,2186.66667,1093.33333,4373.33333,0,"Schaller et al., 2012",S2012,,,,
200.65,,,1992,996,3984,0,"Schaller et al., 2012",S2012,,,,
200.66,,,2303.33333,1151.66667,4606.66667,0,"Schaller et al., 2012",S2012,,,,
200.68,,,1874,937,3748,0,"Schaller et al., 2012",S2012,,,,
200.69,,,2012.66667,1006.33333,4025.33333,0,"Schaller et al., 2012",S2012,,,,
200.71,,,1818,909,3636,0,"Schaller et al., 2012",S2012,,,,
200.73,,,2382.66667,1191.33333,4765.33333,0,"Schaller et al., 2012",S2012,,,,
200.75,,,3012,1506,6024,0,"Schaller et al., 2012",S2012,,,,
200.77,,,2353.33333,1176.66667,4706.66667,0,"Schaller et al., 2012",S2012,,,,
200.77,,,2927.33333,1463.66667,5854.66667,0,"Schaller et al., 2012",S2012,,,,
200.78,,,1986.66667,993.333333,3973.33333,0,"Schaller et al., 2012",S2012,,,,
200.78,,,3648.66667,1824.33333,7297.33333,0,"Schaller et al., 2012",S2012,,,,
200.84,,,1499.33333,749.666667,2998.66667,0,"Schaller et al., 2012",S2012,,,,
200.906244,,,3294,1647,6588,0,"Schaller et al., 2011",S2011,,,,
200.906244,,,3515.33333,1757.66667,7030.66667,0,"Schaller et al., 2011",S2011,,,,
200.914325,,,1299.33333,649.666667,2598.66667,0,"Schaller et al., 2011",S2011,,,,
201.024668,,,1570.66667,785.333333,3141.33333,0,"Schaller et al., 2011",S2011,,,,
201.074334,,,2472,1236,4944,0,"Schaller et al., 2011",S2011,,,,
201.11838,,,1761.33333,880.666667,3522.66667,0,"Schaller et al., 2011",S2011,,,,
201.162962,,,2306.66667,1153.33333,4613.33333,0,"Schaller et al., 2011",S2011,,,,
201.18,,,2049.33333,1024.66667,4098.66667,0,"Schaller et al., 2012",S2012,,,,
201.199906,,,2009.33333,1004.66667,4018.66667,0,"Schaller et al., 2011",S2011,,,,
201.211599,,,2438,1219,4876,0,"Schaller et al., 2011",S2011,,,,
201.211599,,,2676.66667,1338.33333,5353.33333,0,"Schaller et al., 2011",S2011,,,,
201.215653,,,2700,1350,5400,0,"Schaller et al., 2011",S2011,,,,
201.226288,,,2713.33333,1356.66667,5426.66667,0,"Schaller et al., 2011",S2011,,,,
201.226288,,,2822.66667,1411.33333,5645.33333,0,"Schaller et al., 2011",S2011,,,,
201.256565,,,2302,1151,4604,0,"Schaller et al., 2011",S2011,,,,
201.26,,,3457.33333,1728.66667,6914.66667,0,"Schaller et al., 2012",S2012,,,,
201.277549,,,2384.66667,1192.33333,4769.33333,0,"Schaller et al., 2011",S2011,,,,
201.387846,,,2389.33333,1194.66667,4778.66667,0,"Schaller et al., 2011",S2011,,,,
201.453848,,,2818.66667,1409.33333,5637.33333,0,"Schaller et al., 2011",S2011,,,,
201.4895,,,2956,1478,5912,0,"Schaller et al., 2011",S2011,,,,
201.509102,,,710,355,1420,0,"Schaller et al., 2011",S2011,,,,
201.54,,,710,448.6,971.4,0,"Schaller et al., 2015",S2015,,,,
201.726143,,,1191.33333,595.666667,2382.66667,0,"Schaller et al., 2011",S2011,,,,
201.76,,,1189.6,729.6,1649.6,0,"Schaller et al., 2015",S2015,,,,
201.813622,,,1494.66667,747.333333,2989.33333,0,"Schaller et al., 2011",S2011,,,,
201.84,,,1494.73333,911.133333,2078.33333,0,"Schaller et al., 2015",S2015,,,,
201.876745,,,1502,751,3004,0,"Schaller et al., 2011",S2011,,,,
201.91,,,1502,917.333333,2086.66667,0,"Schaller et al., 2015",S2015,,,,
202.07297,,,1508.66667,754.333333,3017.33333,0,"Schaller et al., 2011",S2011,,,,
202.1,,,1508.86667,925.333333,2092.4,0,"Schaller et al., 2015",S2015,,,,
202.173409,,,1064.66667,532.333333,2129.33333,0,"Schaller et al., 2011",S2011,,,,
202.510292,,,1612.66667,806.333333,3225.33333,0,"Schaller et al., 2011",S2011,,,,
202.58,,,1064.53333,661.6,1467.46667,0,"Schaller et al., 2015",S2015,,,,
202.78,,,1613.26667,982.133333,2244.4,0,"Schaller et al., 2015",S2015,,,,
202.954168,,,1487.33333,743.666667,2974.66667,0,"Schaller et al., 2011",S2011,,,,
203.093487,,,1298,649,2596,0,"Schaller et al., 2011",S2011,,,,
203.34,,,1486.8,907.266667,2066.33333,0,"Schaller et al., 2015",S2015,,,,
203.54,,,1297.86667,800.933333,1794.8,0,"Schaller et al., 2015",S2015,,,,
203.55,205.74,201.36,341,170.5,682,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,513,256.5,1026,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,613.5,306.75,1227,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,622.5,311.25,1245,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,661,330.5,1322,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,773,386.5,1546,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,843,421.5,1686,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,862.666667,431.333333,1725.33333,0,"Cleveland et al., 2008",Montoya,,,,
203.55,205.74,201.36,879.5,439.75,1759,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,961,480.5,1922,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,1030,515,2060,0,"Cleveland et al., 2008",Montoya,,,,
203.55,205.74,201.36,1084.66667,542.333333,2169.33333,0,"Cleveland et al., 2008",Montoya,,,,
203.55,205.74,201.36,1171,585.5,2342,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,1191.33333,595.666667,2382.66667,0,"Cleveland et al., 2008",Montoya,,,,
203.55,205.74,201.36,1202,601,2404,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,1213.5,606.75,2427,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,1267,633.5,2534,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,1556.66667,778.333333,3113.33333,0,"Cleveland et al., 2008",Montoya,,,,
203.55,205.74,201.36,1618.5,809.25,3237,1,"Cleveland et al., 2008",Ghost Ranch,,,,
203.55,205.74,201.36,1702,851,3404,0,"Cleveland et al., 2008",Montoya,,,,
203.55,205.74,201.36,1776.66667,888.333333,3553.33333,0,"Cleveland et al., 2008",Montoya,,,,
203.55,205.74,201.36,1782.66667,891.333333,3565.33333,0,"Cleveland et al., 2008",Montoya,,,,
203.55,205.74,201.36,1966.66667,983.333333,3933.33333,0,"Cleveland et al., 2008",Montoya,,,,
203.571827,,,1021.33333,510.666667,2042.66667,0,"Schaller et al., 2011",S2011,,,,
203.712322,,,1854.66667,927.333333,3709.33333,0,"Schaller et al., 2011",S2011,,,,
203.87,,,1942.53333,1154.6,2730.46667,0,"Schaller et al., 2015",S2015,,,,
203.9456,,,983.333333,491.666667,1966.66667,0,"Schaller et al., 2011",S2011,,,,
204.09,,,1021.33333,631.866667,1410.8,0,"Schaller et al., 2015",S2015,,,,
204.39,,,1854.46667,1122.46667,2586.46667,0,"Schaller et al., 2015",S2015,,,,
204.62,,,1427.13333,871.666667,1982.6,0,"Schaller et al., 2015",S2015,,,,
204.64,,,1973.33333,1251.53333,2695.13333,0,"Schaller et al., 2015",S2015,,,,
204.66,,,2023.8,1269.66667,2777.93333,0,"Schaller et al., 2015",S2015,,,,
205,,,1376.66667,688.333333,2753.33333,0,"Schaller et al., 2012",S2012,,,,
205.15,209,201.3,1233.54667,616.773333,2467.09333,0,"Whiteside et al., 2015",W2015,,,,
205.15,209,201.3,1293.69333,646.846667,2587.38667,0,"Whiteside et al., 2015",W2015,,,,
205.15,209,201.3,1626.42,813.21,3252.84,0,"Whiteside et al., 2015",W2015,,,,
205.91,,,2157.86667,1351.2,2964.53333,0,"Schaller et al., 2015",S2015,,,,
205.93,,,2103.86667,1316.66667,2891.06667,0,"Schaller et al., 2015",S2015,,,,
207.22,,,1962.8,1245.66667,2679.93333,0,"Schaller et al., 2015",S2015,,,,
207.31,,,2275.6,1405.2,3146,0,"Schaller et al., 2015",S2015,,,,
207.4,,,1978,989,3956,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
207.49,,,2723.73333,1657.06667,3790.4,0,"Schaller et al., 2015",S2015,,,,
207.81,,,2505.33333,1539.13333,3471.53333,0,"Schaller et al., 2015",S2015,,,,
207.94,,,2508.4,1519.4,3497.4,0,"Schaller et al., 2015",S2015,,,,
208.006,,,964,482,1928,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
208.05,,,2953.13333,1574.93333,4331.33333,0,"Schaller et al., 2015",S2015,,,,
208.211,,,1179,589.5,2358,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
208.3,,,2953.13333,1764,4142.26667,0,"Schaller et al., 2015",S2015,,,,
208.37,,,2831.73333,1713.2,3950.26667,0,"Schaller et al., 2015",S2015,,,,
208.417,,,904,452,1808,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
208.623,,,1869,934.5,3738,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
208.966,,,1063,531.5,2126,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
209.16,,,3191.06667,1877.73333,4504.4,0,"Schaller et al., 2015",S2015,,,,
209.172,,,1406,703,2812,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
209.309,,,1025,512.5,2050,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
209.515,,,1220,610,2440,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
209.583,,,529,264.5,1058,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
209.652,,,665,332.5,1330,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
209.857,,,777,388.5,1554,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
209.926,,,1080,540,2160,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
210.01,,,2756,1663.93333,3848.06667,0,"Schaller et al., 2015",S2015,,,,
210.081,,,420,210,840,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
210.31,,,2295.53333,1437,3154.06667,0,"Schaller et al., 2015",S2015,,,,
210.39,,,219,109.5,438,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
210.75,,,2605.6,1579.2,3632,0,"Schaller et al., 2015",S2015,,,,
210.854,,,-127,-63.5,-254,1,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
211.061,,,726,363,1452,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
211.13,216.52,205.74,12.5,6.25,25,1,"Cleveland et al., 2008",Ghost Ranch,,,,
211.13,216.52,205.74,45,22.5,90,1,"Cleveland et al., 2008",Ghost Ranch,,,,
211.13,216.52,205.74,111,55.5,222,1,"Cleveland et al., 2008",Ghost Ranch,,,,
211.13,216.52,205.74,268.5,134.25,537,1,"Cleveland et al., 2008",Ghost Ranch,,,,
211.13,216.52,205.74,344,172,688,1,"Cleveland et al., 2008",Ghost Ranch,,,,
211.13,216.52,205.74,371.5,185.75,743,1,"Cleveland et al., 2008",Ghost Ranch,,,,
211.13,216.52,205.74,377,188.5,754,1,"Cleveland et al., 2008",Ghost Ranch,,,,
211.13,216.52,205.74,544,272,1088,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,559.5,279.75,1119,1,"Cleveland et al., 2008",Ghost Ranch,,,,
211.13,216.52,205.74,643.333333,321.666667,1286.66667,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1191.33333,595.666667,2382.66667,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1295.33333,647.666667,2590.66667,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1348.66667,674.333333,2697.33333,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1367.33333,683.666667,2734.66667,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1442.66667,721.333333,2885.33333,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1516,758,3032,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1596,798,3192,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1666.66667,833.333333,3333.33333,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1678,839,3356,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,1702,851,3404,0,"Cleveland et al., 2008",Montoya,,,,
211.13,216.52,205.74,-194,-97,-388,1,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
211.164,,,616,308,1232,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
211.216,,,182,91,364,1,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
211.319,,,128,64,256,1,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
211.422,,,749,374.5,1498,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
211.525,,,643,321.5,1286,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
211.56,,,1623.4,1046.93333,2199.86667,0,"Schaller et al., 2015",S2015,,,,
211.57,,,2236.6,1366.73333,3106.46667,0,"Schaller et al., 2015",S2015,,,,
211.68,,,683,341.5,1366,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
211.89,,,1942.26667,1220.26667,2664.26667,0,"Schaller et al., 2015",S2015,,,,
211.9,214,209.8,666.666667,333.333333,1333.33333,1,"Cerling, 1991",C91,,,,
211.9,,,1135.33333,567.666667,2270.66667,0,"Schaller et al., 2012",S2012,,,,
211.9,,,1183.33333,591.666667,2366.66667,0,"Schaller et al., 2012",S2012,,,,
211.9,,,1376,688,2752,0,"Schaller et al., 2012",S2012,,,,
211.9,,,1478.66667,739.333333,2957.33333,0,"Schaller et al., 2012",S2012,,,,
211.9,214,209.8,1264,632,2528,1,"Suchecki et al., 1988 (reported in Ekart et al., 1999)",S1988,,,,
211.9,212.6,211.2,748.82,374.41,1497.64,0,"Whiteside et al., 2015",W2015,,,,
211.9,212.6,211.2,786.36,393.18,1572.72,0,"Whiteside et al., 2015",W2015,,,,
211.989,,,10,5,20,1,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
212.144,,,708,354,1416,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
212.247,,,713,356.5,1426,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
212.35,,,522,261,1044,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
212.505,,,1463,731.5,2926,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
212.557,,,738,369,1476,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
212.711,,,170,85,340,1,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
212.969,,,523,261.5,1046,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
213.08,,,2635.6,1574.4,3696.8,0,"Schaller et al., 2015",S2015,,,,
213.124,,,501,250.5,1002,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
213.175,,,546,273,1092,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
213.326,,,500,250,1000,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
213.478,,,443,221.5,886,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
214.727,,,355,177.5,710,0,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
214.95,,,3194.33333,1872.66667,4516,0,"Schaller et al., 2015",S2015,,,,
215,,,3087.8,1802.53333,4373.06667,0,"Schaller et al., 2015",S2015,,,,
215.06,,,3123.2,1826.46667,4419.93333,0,"Schaller et al., 2015",S2015,,,,
215.19,,,3722.4,2095.06667,5349.73333,0,"Schaller et al., 2015",S2015,,,,
215.26,,,3395.73333,1938.86667,4852.6,0,"Schaller et al., 2015",S2015,,,,
215.44,,,3218.06667,1867.26667,4568.86667,0,"Schaller et al., 2015",S2015,,,,
215.58,,,3113.6,1808.13333,4419.06667,0,"Schaller et al., 2015",S2015,,,,
215.6,,,3132.33333,1844.4,4420.26667,0,"Schaller et al., 2015",S2015,,,,
215.7,,,3240.6,1883.73333,4597.46667,0,"Schaller et al., 2015",S2015,,,,
215.98,,,2470.2,1504.66667,3435.73333,0,"Schaller et al., 2015",S2015,,,,
216.19,,,2767,1582.4,3951.6,0,"Schaller et al., 2015",S2015,,,,
216.52,227.3,205.74,695,347.5,1390,1,"Prochnow et al., 2006",P2006,,,,
216.52,227.3,205.74,880,440,1760,1,"Prochnow et al., 2006",P2006,,,,
218.17,,,3183.26667,1805.6,4560.93333,0,"Schaller et al., 2015",S2015,,,,
218.76,,,2798.66667,1647.26667,3950.06667,0,"Schaller et al., 2015",S2015,,,,
220.123,,,215,107.5,430,1,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
221.37,237,205.74,660,330,1320,1,"Ekart et al., 1999",Chinle,,,https://doi.org/10.2475/ajs.299.10.805,
221.37,237,205.74,732,366,1464,1,"Ekart et al., 1999",Dolores,,,https://doi.org/10.2475/ajs.299.10.805,
221.37,237,205.74,1140,570,2280,1,"Ekart et al., 1999",Ischigualasto,,,https://doi.org/10.2475/ajs.299.10.805,
221.37,237,205.74,800,400,1600,1,"Suchecki et al., 1988 (reported in Ekart et al., 1999)",S1988,,,,
221.37,237,205.74,900,450,1800,1,"Tanner et al., 2001",T2001,,,,
221.943,,,6,3,12,1,"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",N2015,,,,
221.97,,,2732.06667,1636,3828.13333,0,"Schaller et al., 2015",S2015,,,,
222.27,,,2324.93333,1412.86667,3237,0,"Schaller et al., 2015",S2015,,,,
222.35,,,3022.66667,1755.66667,4289.66667,0,"Schaller et al., 2015",S2015,,,,
223.17,,,2627.33333,1596.26667,3658.4,0,"Schaller et al., 2015",S2015,,,,
224.33,,,3042.06667,1805.13333,4279,0,"Schaller et al., 2015",S2015,,,,
225.79,,,2547.46667,1537.33333,3557.6,0,"Schaller et al., 2015",S2015,,,,
226.17,,,3302.4,1905.66667,4699.13333,0,"Schaller et al., 2015",S2015,,,,
226.58,,,3182.6,1874.66667,4490.53333,0,"Schaller et al., 2015",S2015,,,,
227.09,,,3568.13333,2054.8,5081.46667,0,"Schaller et al., 2015",S2015,,,,
229.25,,,3319.73333,1935.66667,4703.8,0,"Schaller et al., 2015",S2015,,,,
229.72,,,2445.6,1504.53333,3386.66667,0,"Schaller et al., 2015",S2015,,,,
231.02,,,2516.4,1541,3491.8,0,"Schaller et al., 2015",S2015,,,,
231.42,,,3230.86667,1899.73333,4562,0,"Schaller et al., 2015",S2015,,,,
232.03,,,2142.8,1335.46667,2950.13333,0,"Schaller et al., 2015",S2015,,,,
232.15,237,227.3,585,292.5,1170,1,"Ghosh et al., 2005 (and 1995, 2001)",Tiki,,,,
232.15,237,227.3,116,58,232,1,"Prochnow et al., 2006",P2006,,,,
232.19,,,2884.2,1723.8,4044.6,0,"Schaller et al., 2015",S2015,,,,
241.85,246.7,237,244,122,488,1,"Ekart et al., 1999",Otter Sandstone,,https://doi.org/10.2475/ajs.299.10.805,,
241.85,246.7,237,284,142,568,1,"Purvis & Wright, 1991 (reported in Ekart et al., 1999)",PW1991,,,,
243,246,240,605,302.5,1210,1,"Ghosh et al., 2005 (and 1995, 2001)",Denwa,"Ages updated based on Roy et al., 2021",,,
243,246,240,822,299,1345,0,"Roy et al., 2021",R2021,,,https://doi.org/10.1016/j.palaeo.2021.110638,
245.39,246.7,244.08,300,150,600,1,"Prochnow et al., 2006",P2006,,,,
245.39,246.7,244.08,580,290,1160,1,"Prochnow et al., 2006",P2006,,,,
248,252,244,562,136,988,0,"Roy et al., 2021",R2021,,,https://doi.org/10.1016/j.palaeo.2021.110638,
252.7163,254.2426,251.19,883,441.5,1766,0,"Gastaldo et al., 2014",G2014,,,,
252.7163,254.2426,251.19,1100,550,2200,0,"Gastaldo et al., 2014",G2014,,,,
252.7163,254.2426,251.19,1325,662.5,2650,0,"Gastaldo et al., 2014",G2014,,,,
259.4,259.8,259,400,200,800,1,"Ekart et al., 1999",Quartermaster,,https://doi.org/10.2475/ajs.299.10.805,,
273.65,275,272.3,133.333333,66.6666667,266.666667,1,"Tabor et al., 2004",T2004,,,,
277.62,,,1236.58364,788.438182,1684.72909,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
280.65,282,279.3,133.333333,66.6666667,266.666667,1,"Tabor et al., 2004",T2004,,,,
281.14883,,,1248.35455,759.33,1737.41455,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
282.37613,,,899.4,565.83,1233,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
283.35797,,,1099.8,679.450909,1520.14909,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
283.84889,,,1011.80182,604.251818,1419.35182,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
284.05,298.89,269.21,357.5,178.75,715,1,"Ghosh et al., 2005 (and 1995, 2001)",Motur,,,,
284.46254,,,823.999091,480.48,1167.55364,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
284.83073,,,792.09,460.058182,1124.12182,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
284.95346,,,792.09,460.058182,1124.12182,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
285.81257,,,774.433636,464.773636,1084.05818,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
286.91714,,,1448.93333,898.533333,1999.26667,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
287.03987,,,1030,675.5,1396,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
287.40806,,,396.613571,248.877857,544.322857,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
288.88082,,,183.087273,24.3218182,341.852727,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
289.37174,,,182.200909,11.0972727,353.304546,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
289.86266,,,620,102.05,770.35,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
290.20724,,,410.752857,95.8414286,538.405714,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
290.419,,,419.333333,130.659333,615.902,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
290.419,,,1700,529.7,2496.9,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
290.45,298.9,282,1199,838,1665,0,"Ekart et al., 1999",Halgaito,,,https://doi.org/10.2475/ajs.299.10.805,Zero values were reported in Foster et al however original publication does not match. Recalculated CO2 from original pub values with Sz of 2000
290.47194,,,461.428571,143.775714,677.73,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
290.52488,,,600.178333,233.826667,966.498333,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
291.095,298.89,283.3,70,35,140,1,"Mora et al., 1996",M1996,,,,
293.066,,,208.271667,10,468.128333,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
294.33656,,,50.065,10,270.591667,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
295.87877,,,46.8666667,10,209.913333,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
296.5742,,,64.6,10,304.276364,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
297.88779,,,288.4,10,877.933333,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
298.58322,,,515.133333,10,995.866667,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
299.68608,,,398.8,87.8,649.84,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
299.882,,,697.2,185.266667,1102.46667,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
300.17588,,,882.48,282.4,1346.64,0,"Montañez et al., 2007",M2008,,,https://doi.org/10.1126/science.1134207,
302.955,307.02,298.89,608,304,1216,0,"Ekart et al., 1999",Fountain,,,https://doi.org/10.2475/ajs.299.10.805,
302.955,307.02,298.89,588,294,1176,0,"Kenny & Neet, 1993",KN1993,,,,
302.955,307.02,298.89,250,125,500,0,"Mora et al., 1996",M1996,,,,
326.87,330.34,323.4,210,105,420,0,"Mora et al., 1996",M1996,,,,
326.87,330.34,323.4,290,145,580,0,"Mora et al., 1996",M1996,,,,
332.615,346.73,318.5,320,160,640,0,"Mora et al., 1996",M1996,,,,
338.535,346.73,330.34,190,95,380,0,"Mora et al., 1996",M1996,,,,
342.6325,346.73,338.535,524,262,1048,0,"Muchez et al., 1993",M1993,,,,
344.75,347,342.5,824,412,1648,0,"Ekart et al., 1999",Clifton Down Mudstone,,https://doi.org/10.2475/ajs.299.10.805,,
365.2,371.1,359.3,1140,570,2280,0,"Driese et al., 2000",Appalachia,,,https://doi.org/10.1017/S108933260000070X,
365.2,371.1,359.3,1260,630,2520,0,"Driese et al., 2000",Appalachia,,,https://doi.org/10.1017/S108933260000070X,
365.2,371.1,359.3,395.2,197.6,790.4,0,"Mora et al., 1996",M1996,,,,
365.2,371.1,359.3,600,300,1200,0,"Mora et al., 1996",M1996,,,,
375,378.9,371.1,1120,560,2240,0,"Cox et al., 2001",C2001,,,,
382.1,385.3,378.9,1560,780,3120,0,"Cox et al., 2001",C2001,,,,
386.6,394.3,378.9,624,312,1248,0,"Ekart et al., 1999",Old Red Sandstone,,https://doi.org/10.2475/ajs.299.10.805,,
398.35,402.4,394.3,1320,660,2640,0,"Driese et al., 2000",Appalachia,,,https://doi.org/10.1017/S108933260000070X,
419.75,423.8,415.7,1440,720,2880,0,"Driese et al., 2000",Appalachia,,,https://doi.org/10.1017/S108933260000070X,
422.87,426.74,419,1680,840,3360,0,"Mora et al., 1996",M1996,,,,
