Latitude,LTG_05,LTG_16,LTG_50,LTG_84,LTG_95
90,3.26049385151785,8.9570324756324,16.3283144052506,23.7841987669776,27.8600147301861
87.5,3.26049866234271,8.95704112474689,16.3283119497552,23.7842016642186,27.8600116537468
85,3.54951989221316,9.02065553144904,16.1740050906039,23.2092735592367,27.2582966126623
82.5,3.16183305458294,8.51147589588301,15.2582023936079,22.1826714388939,26.62756399992
80,2.72275666905554,7.84757967106583,14.179513416644,21.0922364306591,25.9545450427784
77.5,2.54961442767049,7.0967917955184,12.8526781716157,19.7861078224917,25.0270747762143
75,2.55370712173789,6.83067431686888,12.3225884141712,19.1813711084315,24.577995007
72.5,2.7247616014709,6.7449815690895,12.0141204792817,18.6512651224826,24.1516078165772
70,2.9281581984106,6.83318526928059,11.9048307746705,18.4033847639067,23.9851231094593
67.5,3.14878939522676,6.93403006673143,11.896089807787,18.1459898835002,23.5753224175772
65,3.22587649008813,7.02362890123679,11.9587685969974,17.877662398525,23.4033156249033
62.5,3.375564113291,7.29735592378144,12.1974994132666,18.0137348656682,23.3033427452036
60,3.92933744897846,7.85293954669577,12.674868382346,18.3686768757008,23.504680939422
57.5,4.74345347700972,8.49802680124895,13.1461168408922,18.6371876391792,23.5902030415078
55,6.16754220175276,9.6494527603574,14.1726347779127,19.5272710596705,24.0460982428184
52.5,7.63595285866233,10.9970043277554,15.4284485964862,20.5302520736287,24.951488170007
50,9.45132924306245,12.58591530542,16.8007960163652,21.6093092098946,25.7319867109195
47.5,11.7761359475034,14.7076289847308,18.6266260426021,23.2092054163589,26.8918965185183
45,14.0334939882279,16.7315777483782,20.3700286292039,24.5102922764157,28.0557289155909
42.5,16.4463173288955,18.8071726435394,22.0799703874992,25.8345415306394,28.8351265107526
40,18.6339684154104,20.7131007035811,23.6901141119878,27.0798424246892,29.6605300947981
37.5,20.8040160750197,22.6260072193476,25.3784058817548,28.6427783542731,30.6287309647599
35,22.7945594655289,24.3704957872498,26.9481885851241,30.1318945595989,31.7231426958121
32.5,24.3228789637991,25.724484131558,28.1127585516,31.1170497968081,32.4828205375339
30,25.5667811456298,26.8242198901948,29.0542598989912,31.8375275060454,33.0205519461111
27.5,26.6919695096191,27.8446400408219,30.0012160853852,32.680084217074,33.9029028417436
25,27.5694218118772,28.6846401751158,30.7320003016798,33.25290880585,34.4295679380071
22.5,28.3938591999356,29.5102358318112,31.493232875394,33.8849947271427,34.9195421375588
20,28.8904476915698,30.0695698735408,31.9676043322876,34.3445448550372,35.3435177026984
17.5,29.0175186308384,30.2294378544703,32.1406976211151,34.4636752253831,35.5019604960751
15,29.0133571771537,30.2643172443428,32.171372594334,34.32781215711,35.5550699115815
12.5,29.1992758628865,30.5500281161213,32.5131909518068,34.5560871130413,35.8808413622764
10,29.4989556479425,30.9313963336705,32.9356780646536,34.9827634039346,36.3813499290441
7.5,29.7275345909835,31.2187135118607,33.298895272304,35.3911499857097,36.7060457576766
5,29.5242792297407,31.1760468193328,33.4201477903279,35.5702413470247,37.1176261561268
2.5,29.1427568202824,30.9582152238619,33.2672515746306,35.4495439383711,37.039928152086
0,28.8141233068415,30.6848215577766,33.090748860933,35.300642319033,36.8928014332419
-2.5,29.1572960623969,30.9790965019775,33.2780672335433,35.4274440607718,36.9846421364156
-5,29.5712075453064,31.2514994609112,33.448300920994,35.520338676994,37.034302837948
-7.5,29.4628402707902,31.1212340349591,33.2788992706793,35.3621822933553,37.0797578444427
-10,29.0767965497954,30.7153439867163,32.8513368909259,34.9670257532222,36.7818737417508
-12.5,28.7624771820016,30.3862759382564,32.4882516821611,34.6943622188802,36.5629239958256
-15,28.4336103191102,30.0652099369549,32.187305577032,34.4940492970735,36.4825551795691
-17.5,28.1676724531269,29.7709586141244,31.8890702042741,34.3033042497982,36.4306035151943
-20,27.9575770462781,29.5315897188607,31.6080121243696,34.2032433794947,36.3475946393074
-22.5,27.4917908169228,29.0572487687068,31.1858127027885,33.9974222854506,36.2768225851606
-25,26.8876216561256,28.4455595181406,30.6711479540241,33.7275155729913,36.0050145705061
-27.5,26.1411736890681,27.75056730222,30.0358592985763,33.2217943862097,35.5588515420375
-30,25.1129315289702,26.8405829512677,29.244683991177,32.607683571803,35.1558269836539
-32.5,24.0773808608277,25.9049409186961,28.494409115523,31.9721206008649,34.7318355642677
-35,22.8907596099439,24.9249221834655,27.7278355857681,31.3357014504021,34.3659188425864
